Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Number Of Products,Has Cr Card,Is Active Member,Estimated Salary,Exited
Parkin,572,France,Female,36,8,68348.18,2,no,yes,50400.32,no
Manna,595,France,Female,33,9,0,2,yes,yes,41447.86,no
Fennescey,749,France,Male,42,2,56726.83,2,no,yes,185543.35,no
Colon,573,Spain,Male,46,3,65269.23,1,no,yes,189988.65,yes
Yeh,624,Spain,Male,33,6,66220.17,1,no,yes,170819.01,no
Bergamaschi,703,France,Male,56,9,0,1,no,no,85547.33,yes
Matveyeva,665,France,Female,41,8,96147.55,1,yes,no,137037.97,no
Ignatyeva,648,France,Male,42,4,0,2,yes,no,19283.14,no
Lederer,850,Spain,Male,48,2,0,1,yes,no,169425.3,yes
Nwabugwu,569,Germany,Female,32,8,145330.43,1,yes,yes,132038.65,no
Abramowitz,566,France,Female,21,3,0,2,yes,yes,3626.47,no
Chapman,537,Germany,Female,47,4,124192.28,2,yes,yes,50881.51,no
Fiorentino,706,Germany,Female,46,7,111288.18,1,yes,yes,149170.25,yes
Cecil,734,France,Male,43,7,107805.67,1,no,no,182505.68,no
Ikechukwu,586,Germany,Female,36,5,103700.69,1,yes,no,194072.56,yes
Allen,612,France,Female,38,1,0,2,yes,yes,9209.21,no
Kao,648,France,Male,34,0,0,1,yes,yes,167931.81,no
Hart,557,France,Female,27,3,87739.08,1,yes,yes,123096.56,no
Charlton,643,Spain,Female,20,0,133313.34,1,yes,yes,3965.69,no
Turnbull,433,France,Female,49,10,0,1,yes,yes,87711.61,no
Manners,643,Germany,Male,41,7,154902.66,1,yes,yes,49667.28,no
Chiazagomekpere,488,France,Female,36,0,0,2,yes,no,136675.22,no
Lavrentyev,758,Germany,Male,68,6,112595.85,1,yes,no,35865.44,yes
Wallace,743,Germany,Male,39,3,119695.75,1,no,yes,26136.13,no
Miller,730,France,Female,47,7,0,1,yes,no,33373.26,yes
Bazhenov,746,Spain,Male,49,7,0,2,no,yes,10096.25,no
Ifesinachi,666,Germany,Female,59,8,152614.51,2,yes,yes,188782.3,no
Ma,580,Germany,Female,33,7,131647.01,2,no,no,79775.19,no
Chu,850,France,Male,27,6,96654.72,2,no,no,152740.16,no
Kerr,563,France,Male,22,3,137583.04,1,no,yes,5791.85,no
Wynne,766,Germany,Female,28,3,62717.84,2,yes,yes,13182.43,no
Moon,659,France,Male,32,9,95377.13,1,no,yes,187551.24,no
Disher,607,Spain,Male,28,1,135936.1,2,yes,yes,110560.14,no
Cattaneo,644,Germany,Male,35,5,161591.11,3,yes,yes,63795.62,no
Beluchi,746,France,Male,47,8,142382.03,1,yes,yes,62086.62,no
Mazzi,588,Spain,Male,33,2,0,2,yes,yes,12483.56,no
Ifeajuna,691,Spain,Male,30,9,0,2,no,yes,10963.04,no
Howe,666,France,Female,38,6,127043.09,1,yes,yes,8247,no
Yocum,640,Spain,Female,46,3,0,1,yes,yes,156260.08,no
Moore,611,Germany,Female,29,4,78885.88,2,yes,yes,26927.69,no
Y?an,651,Spain,Female,45,8,95922.9,1,yes,no,84782.42,yes
Chinweuba,529,France,Female,29,8,0,2,yes,no,19842.11,no
Lowrie,676,France,Female,36,3,91711.59,1,yes,yes,95393.43,no
Shen,639,Germany,Female,46,10,110031.09,2,yes,yes,133995.59,no
Lavarack,782,France,Male,36,5,81210.72,2,no,yes,108003.38,no
Davide,641,Germany,Male,32,5,122947.92,1,yes,yes,99154.86,no
Gomes,697,France,Female,38,1,182065.85,1,yes,no,49503.5,no
Matveyeva,623,France,Male,45,0,0,1,yes,no,196533.72,yes
Fiorentino,494,Spain,Female,41,2,69974.66,2,yes,no,188426.13,yes
Eberechukwu,731,France,Female,38,10,123711.73,2,yes,no,171340.68,yes
Gibney,657,France,Male,44,6,76495.04,1,yes,no,79071.89,no
Virgo,744,France,Female,38,9,0,2,no,no,20940.76,no
Kulikova,774,Spain,Male,46,9,0,2,yes,yes,34774.26,no
Liu,850,Germany,Female,45,1,121874.89,1,no,no,6865.41,yes
Kao,551,France,Female,45,6,0,2,yes,yes,51143.43,no
Foran,638,France,Male,36,6,188455.19,1,no,no,47031.4,yes
Jones,792,France,Female,42,0,99045.93,2,yes,no,47160.01,no
Fowler,666,France,Female,36,8,0,1,no,yes,158666.99,no
Conti,716,Germany,Female,30,2,205770.78,2,no,no,65464.66,no
Stephenson,594,France,Female,31,0,79340.95,1,yes,no,78255.86,no
Willis,600,Germany,Male,57,9,138456.03,2,yes,yes,103548.25,no
Ts'ui,565,France,Male,49,7,0,2,yes,yes,89609.26,no
Chibuzo,678,Germany,Male,48,2,101099.9,2,no,yes,193476.04,no
Fang,648,Spain,Female,31,5,0,2,yes,yes,5199.02,no
Wyckoff,642,France,Male,40,8,109219.83,1,yes,no,52827.51,no
Muir,706,Germany,Male,67,1,123276.69,2,yes,yes,86507.88,yes
Halpern,668,Spain,Male,43,10,113034.31,1,yes,yes,100423.88,no
Flynn,635,Spain,Male,41,1,0,2,yes,no,175611.5,no
Shao,603,Spain,Male,30,6,129548.5,2,yes,yes,19282.85,no
Soares,635,France,Female,72,4,74812.84,1,no,yes,27448.33,no
Gallo,642,France,Female,40,7,0,2,yes,no,183963.34,no
Lei,785,Spain,Female,54,1,0,2,yes,no,45113.92,yes
Daniels,628,Germany,Female,28,3,153538.13,2,yes,no,110776.01,no
Kenechi,499,France,Female,38,9,0,2,no,yes,183042.2,no
Singleton,567,Spain,Male,34,10,0,2,no,yes,161571.79,no
Williams,449,Spain,Male,32,0,155619.36,1,yes,yes,166692.03,no
Greece,701,Spain,Male,35,10,159693.9,2,yes,yes,71173.64,no
Olisanugo,613,Spain,Male,37,3,171653.17,1,no,yes,5353.12,no
Padovano,683,Germany,Female,39,2,47685.47,2,yes,yes,86019.48,no
Rossi,581,France,Male,35,4,0,2,no,yes,86383.82,no
Grant,620,France,Male,61,5,0,1,no,no,31641.52,yes
Ebelegbulam,561,Spain,Male,28,6,123692,1,yes,yes,70548.96,no
Mitchell,558,Germany,Male,26,1,148853.29,2,yes,yes,24411.02,no
Buckley,642,France,Male,35,2,133161.95,1,no,yes,122254.86,no
Repina,805,Germany,Male,24,6,143221.35,2,yes,no,186035.72,no
Ellis,687,France,Male,35,9,0,2,no,yes,73133.82,no
Douglas,695,Spain,Male,56,1,0,3,yes,no,187734.49,yes
Becher,562,France,Male,33,6,0,2,yes,no,111590.35,no
Nwachukwu,613,Germany,Male,38,9,126265.88,2,no,no,15859.95,no
Smith,589,France,Male,37,5,0,1,yes,no,61324.87,no
Aksyonov,593,Spain,Male,31,8,112713.34,1,yes,yes,176868.89,no
Artyomova,714,France,Male,34,5,141173.03,1,no,yes,98896.06,no
Medvedeva,588,Spain,Female,35,7,0,2,yes,yes,108739.15,no
Tsui,679,Spain,Male,39,6,0,2,yes,no,12266.06,no
Runyon,730,Spain,Male,38,5,118866.36,1,yes,yes,163317.5,no
Gallo,833,France,Male,47,2,0,2,yes,yes,182247.77,no
Bradshaw,586,Spain,Female,33,7,0,2,yes,yes,168261.4,no
Evans,567,Spain,Female,54,5,92316.31,2,yes,no,158590.66,yes
Hancock,637,Germany,Male,30,1,122185.53,1,yes,no,102566.46,yes
Butler,711,France,Male,38,4,123345.85,1,yes,no,141827.83,no
Bradshaw,828,France,Male,30,4,73070.18,2,no,no,161671.15,no
Bergamaschi,500,Spain,Male,38,7,0,2,no,no,192013.23,no
Ebelegbulam,807,France,Male,47,1,95120.59,1,no,no,127875.1,no
Greco,850,France,Male,40,8,102800.65,1,yes,no,60811.56,no
Lucas,782,France,Female,70,7,97072.42,1,no,yes,131177.22,no
Barber,629,Spain,Male,31,6,132876.55,1,yes,yes,130862.11,no
Dobbs,582,Spain,Male,33,6,0,2,no,yes,72970.93,no
Thomson,468,France,Male,22,2,0,2,yes,no,28123.99,no
Su,670,France,Male,36,3,0,1,yes,no,140754.19,yes
Watkins,805,France,Male,39,2,0,1,no,no,166650.32,no
Ch'ien,720,France,Male,26,10,51962.91,2,yes,no,45507.24,no
Monds,781,Spain,Female,29,6,98759.89,1,no,no,112202.64,no
McClemans,592,Germany,Male,33,2,156570.86,1,yes,yes,37140.2,no
Shen,542,France,Female,42,1,0,1,yes,yes,178256.58,yes
Gallo,532,France,Male,42,1,159024.71,1,yes,no,100982.93,yes
Foveaux,520,France,Female,39,1,73493.17,1,no,yes,109626.13,yes
Longo,759,France,Female,45,8,0,2,yes,yes,99251.24,no
Calabresi,473,France,Female,35,6,69617.36,1,yes,no,143345.69,no
Randall,639,Spain,Female,35,5,136526.26,2,yes,no,59653.03,no
Garcia,705,France,Male,25,3,113736.27,1,no,yes,196864.61,no
Sullivan,530,France,Male,52,1,106723.28,1,no,no,109960.4,yes
Higgins,516,Germany,Female,33,10,138847.9,1,yes,yes,127256.7,no
Crawford,850,France,Female,40,0,0,2,yes,no,1099.95,no
Martin,746,Germany,Female,33,2,107868.14,2,yes,yes,146192.4,no
Currey,622,Germany,Male,33,3,96926.12,2,yes,no,48553.77,no
Teng,743,France,Male,30,7,77599.23,1,no,no,144407.1,no
Austin,732,Germany,Male,38,5,178787.54,1,yes,yes,195760.53,no
Hudson,850,France,Male,81,5,0,2,yes,yes,44827.47,no
Ts'ui,850,Germany,Female,34,3,129668.43,2,yes,yes,88743.99,no
Hancock,686,France,Male,34,6,146178.13,2,yes,yes,88837.11,no
Nicholas,556,France,Female,40,8,0,2,yes,no,62112.7,no
Napolitano,673,France,Male,37,4,0,2,no,no,163563.07,no
Jamieson,809,France,Female,38,2,154763.21,2,yes,yes,174800.31,no
Foster,634,Germany,Female,56,3,116251.24,1,no,yes,42429.88,yes
Moretti,630,France,Male,37,6,0,2,yes,yes,82647.65,no
Chiedozie,564,Germany,Female,30,0,100954.88,2,no,no,134175.15,no
Okwukwe,625,France,Female,51,4,124620.01,2,yes,no,92243.94,yes
Lumholtz,677,Spain,Female,34,4,0,2,yes,yes,6175.53,no
Rose,583,France,Male,40,9,112701.04,1,no,no,29213.63,no
Wan,592,Spain,Male,45,8,84692.5,1,no,yes,67214.02,no
De Bernales,637,Germany,Male,49,2,108204.52,1,yes,no,169037.84,yes
Ch'eng,850,France,Male,30,6,86449.39,1,yes,yes,188809.23,no
Edmondson,633,Spain,Male,42,10,0,1,no,yes,79408.17,no
Ch'ien,751,Germany,Male,36,5,73194.99,1,yes,yes,89222.66,no
Millar,592,Germany,Male,31,7,124593.23,1,yes,no,86079.67,no
Dickson,716,Germany,Male,50,2,119655.77,1,yes,yes,12944.17,yes
Toscani,641,Germany,Male,42,3,121765.37,2,yes,yes,166516.84,no
Pan,849,France,Male,35,4,110837.73,1,no,no,126419.8,no
Chigozie,647,Spain,Male,47,10,99835.17,1,no,yes,89103.05,no
Sagese,608,Germany,Female,30,2,91057.37,2,yes,no,132973.17,no
Reilly,555,France,Female,26,7,0,2,yes,no,93122.41,no
Taylor,497,Spain,Male,27,7,149400.27,1,no,no,167522.19,no
Yen,599,Germany,Male,38,9,89111.63,1,no,no,157239.6,no
Kapustin,545,Germany,Male,33,1,132527.9,2,no,yes,107429.71,no
Singh,774,France,Female,36,9,114997.42,1,yes,no,75304.09,no
Yeh,464,France,Male,46,6,161798.53,1,yes,no,182944.47,no
Genovese,696,Germany,Female,27,2,96129.32,2,yes,yes,5983.7,no
Boyle,667,Spain,Male,45,3,0,2,no,no,163655.01,no
Blair,812,France,Male,32,5,133050.97,2,yes,no,89385.92,no
Okagbue,516,France,Male,51,8,120124.35,2,no,yes,168773.54,no
Khan,645,France,Male,39,8,0,2,no,no,96864.36,no
Robertson,664,Spain,Male,32,5,133705.74,1,no,no,134455.84,no
Tikhonov,427,Spain,Female,39,9,0,2,yes,no,28368.37,no
MacDonald,685,France,Female,40,7,0,2,yes,no,103898.59,no
Ah Mouy,585,France,Female,33,4,152805.05,1,yes,no,63239.65,no
Barese,519,Germany,Female,21,1,151701.45,3,yes,yes,170138.68,yes
Winter-Irving,708,France,Female,67,1,0,2,no,yes,3837.08,no
Wilson,717,France,Female,22,5,112465.06,1,yes,yes,92977.75,no
Fiorentino,465,Germany,Male,24,6,156007.09,1,yes,no,191368.37,no
Iloerika,829,Germany,Male,28,3,132405.52,3,yes,no,104889.2,yes
Davison,826,France,Male,26,5,142662.68,1,no,no,60285.3,no
Hamilton,747,Germany,Male,36,8,102603.3,2,yes,yes,180693.61,no
Nnachetam,707,Spain,Male,32,9,0,2,yes,no,126475.79,no
Blue,590,Spain,Male,37,1,0,2,no,no,133535.99,no
Madukwe,603,Spain,Male,57,6,105000.85,2,yes,yes,87412.24,yes
Mills,615,France,Male,45,5,0,2,yes,yes,164886.64,no
Ferrari,634,France,Female,36,1,69518.95,1,yes,no,116238.39,no
Nixon,716,Germany,Male,41,8,126145.54,2,yes,yes,138051.19,no
Manfrin,647,France,Male,41,4,138937.35,1,yes,yes,101617.64,yes
McCartney,591,Germany,Female,44,10,113581.98,1,yes,no,1985.41,no
Robinson,574,France,Male,34,1,112572.39,1,no,no,165626.6,no
Nkemdirim,467,Germany,Male,51,10,114514.71,2,yes,no,177784.68,yes
Sal,701,France,Female,35,2,0,2,yes,yes,65765.22,no
Kao,747,France,Female,34,10,0,2,yes,yes,50759.8,no
Ikechukwu,650,France,Male,32,2,84906.45,1,yes,no,163216.48,no
Hargreaves,731,Spain,Female,39,2,126816.18,1,yes,yes,74850.93,no
Sievier,638,Germany,Female,26,1,105249.76,2,yes,yes,23491.09,no
Murphy,569,Spain,Male,41,2,0,2,yes,no,134272.57,no
Munro,459,Germany,Male,50,5,109387.9,1,yes,no,155721.15,no
Donnelly,632,Germany,Male,23,3,122478.51,1,yes,no,147230.77,yes
North,683,France,Female,73,8,137732.23,2,yes,yes,133210.44,no
Cruz,850,France,Female,46,2,157866.77,1,yes,yes,18986.12,no
Sinclair,512,France,Female,41,6,0,1,yes,yes,100507.81,no
Vasiliev,616,France,Female,31,3,136789.14,1,yes,no,59346.4,yes
Vasilyeva,664,France,Male,36,1,0,2,yes,yes,95372.64,no
Hamilton,694,France,Male,30,10,144684.03,1,yes,yes,31805.49,no
Sung,655,France,Male,24,9,107065.31,1,yes,yes,51959.82,no
Genovesi,607,France,Female,33,8,91301.72,1,no,yes,130824.57,no
Atkinson,684,Spain,Male,39,4,207034.96,2,no,no,157694.76,yes
Watterston,763,Spain,Male,37,8,0,2,yes,yes,933.38,no
Butters,671,Spain,Male,50,8,0,1,no,yes,2560.11,no
Chien,592,Spain,Male,38,3,0,1,yes,yes,12905.89,yes
Gorbunova,666,Spain,Female,36,6,0,2,yes,no,176692.87,no
Bulgakov,667,France,Male,34,5,0,2,yes,yes,102908.63,no
Steele,850,Spain,Male,36,6,0,2,no,yes,41291.05,no
Polyakova,622,Spain,Male,42,9,0,2,yes,no,119127.06,no
Bull,577,France,Female,30,8,92472.1,2,no,yes,126434.61,no
Weaver,555,Spain,Male,21,1,0,2,no,no,103901.35,no
Earl,547,France,Male,62,10,127738.75,2,yes,yes,85153,no
Giordano,613,Germany,Female,50,5,101242.98,2,yes,no,12493.61,no
Begg,672,France,Female,43,4,92599.55,2,yes,yes,167336.78,no
Pickering,624,Spain,Female,36,10,0,2,no,yes,186180.42,no
Fanucci,698,Spain,Female,50,1,0,4,yes,no,88566.9,yes
Chang,606,France,Male,37,6,82373.94,1,no,no,172526.9,yes
Sopuluchi,720,Spain,Male,31,4,141356.47,1,no,no,137985.69,no
Martin,835,France,Male,23,9,0,1,yes,no,19793.73,yes
McNaughtan,771,Spain,Female,47,3,72664,2,yes,yes,107874.39,no
Stewart,811,France,Female,47,3,123365.34,2,no,no,171995.34,no
Reagan,734,Germany,Male,33,5,121898.58,1,yes,no,61829.89,no
Heller,548,Spain,Male,33,6,0,1,yes,yes,31728.35,no
Nwokeocha,652,France,Female,31,3,103696.97,3,no,no,155221.05,yes
Liu,707,France,Male,33,2,0,2,no,no,130866.95,no
Sokolova,605,Germany,Female,56,1,74129.18,2,yes,yes,62199.78,yes
Bancroft,623,France,Female,34,9,0,1,yes,no,24255.21,no
Nnanna,686,Germany,Male,29,3,185379.02,1,yes,no,64679.07,no
Trevisani,525,Germany,Female,47,1,118087.68,1,yes,no,88120.78,yes
Nwachinemelu,657,Spain,Male,41,8,109402.13,1,yes,yes,66463.62,no
Ting,730,Germany,Female,33,7,130367.87,1,yes,no,15142.1,yes
Lo Duca,816,Germany,Female,34,2,108410.87,2,yes,no,102908.91,no
Marshall,484,France,Female,50,2,90408.16,2,no,no,48170.57,no
Band,728,France,Female,34,6,90425.15,2,yes,yes,11597.69,no
Ferri,730,Spain,Female,39,6,140094.59,1,yes,no,172450.04,yes
Carter,477,Spain,Male,31,9,0,2,no,yes,184061.17,no
Wilson,663,Germany,Female,46,6,95439.4,1,yes,yes,21038.58,yes
Connor,549,Germany,Male,34,6,204017.4,2,yes,no,109538.35,no
Reid,714,Spain,Male,29,9,0,2,yes,no,129192.55,no
Sandefur,430,Germany,Male,49,3,137115.16,1,yes,no,146516.86,yes
Bidwill,504,Germany,Male,43,5,134740.19,2,yes,no,181430.91,no
Cone,530,France,Female,29,5,0,2,no,no,121451.21,no
Saunders,619,Germany,Male,29,4,98955.87,1,no,yes,131712.51,no
Liardet,617,Germany,Male,44,9,49157.09,2,yes,no,53294.17,no
Wilkes,791,Germany,Male,31,1,130240.33,1,no,no,96546.55,no
Martin,609,France,Male,48,1,108019.27,3,yes,yes,184524.65,yes
Boni,780,Germany,Male,51,4,126725.25,1,yes,no,195259.31,yes
Patel,777,Germany,Female,34,5,96693.66,1,yes,yes,172618.52,no
Howell-Price,817,Germany,Female,27,7,129810.6,1,yes,yes,59259.44,no
Simpson,850,France,Male,58,8,156652.13,1,no,no,25899.21,yes
Rowland,732,France,Female,36,9,0,1,no,no,3749,yes
Barnard,693,France,Male,40,4,130661.96,1,yes,yes,101918.96,no
Nnonso,576,France,Female,50,8,0,2,yes,yes,57802.62,no
Rossi,643,France,Male,37,6,0,2,no,no,142454.77,no
Pendred,757,France,Male,47,3,130747.1,1,yes,no,143829.54,no
Martin,569,Germany,Male,30,6,106629.49,1,no,yes,44114.88,no
K?,772,Spain,Male,36,3,112029.83,1,yes,yes,186948.35,no
Miller,576,Germany,Male,29,7,130575.26,1,no,yes,173629.78,no
Afamefula,608,Germany,Male,28,4,96679.71,1,yes,yes,49133.45,no
Sims,794,France,Male,33,0,0,2,no,no,178122.71,no
Knight,593,France,Male,50,6,171740.69,1,no,no,20893.61,no
Obijiaku,597,Spain,Male,38,1,0,2,yes,no,41303.29,no
Hopkins,541,Germany,Female,39,9,100116.67,1,yes,yes,199808.1,yes
Onio,692,Germany,Male,24,2,120596.93,1,no,yes,180490.53,no
Black,697,France,Female,48,1,0,2,yes,yes,87400.53,no
Eluemuno,768,France,Male,29,2,95984.69,2,yes,yes,73686.75,no
Doyle,802,France,Male,38,1,142557.11,1,yes,yes,172497.73,no
Onyemere,584,France,Male,47,5,0,2,yes,no,89286.29,no
Rahman,614,Spain,Male,66,2,0,2,no,yes,180082.7,no
Su,850,Germany,Female,36,6,143644.16,1,yes,no,22102.25,yes
Walker,671,France,Female,38,6,132129.72,1,no,yes,76068.95,no
Ferguson,626,France,Female,52,0,0,2,yes,no,32159.46,yes
Samaniego,770,France,Female,68,2,183555.24,1,no,no,159557.28,yes
Onwumelu,633,France,Male,38,2,91902.56,2,yes,yes,107673.35,no
Young,663,France,Male,40,6,156218.19,1,no,yes,33607.72,no
Mazzi,581,Germany,Female,43,5,93259.57,3,yes,no,141035.65,yes
Toscano,561,Germany,Female,45,2,168085.38,2,no,yes,115719.08,no
Walton,479,Germany,Male,51,1,107714.74,3,yes,no,86128.21,yes
Chiang,769,France,Female,31,6,117852.26,2,yes,no,147668.64,no
Burgos,659,Spain,Male,60,2,0,1,yes,no,177480.45,yes
Spinelli,590,Spain,Female,51,10,84474.62,2,yes,yes,190937.09,no
Lung,560,France,Male,50,3,0,2,yes,no,84531.79,no
Noble,437,Germany,Male,35,6,126803.34,2,yes,yes,161133.4,no
Pai,661,France,Female,34,0,0,2,yes,no,185555.63,no
Chigozie,677,Germany,Female,36,10,68806.84,1,yes,no,33075.24,no
Peavy,560,France,Female,31,3,115141.18,1,yes,no,39806.75,no
Yermakov,578,France,Female,35,2,0,2,no,yes,26389.92,no
Burton,421,Spain,Male,34,6,90723.36,1,yes,yes,12162.76,no
Costa,492,Germany,Female,49,2,151249.45,2,yes,yes,167237.94,no
Pugliesi,545,France,Female,32,6,0,2,yes,yes,52067.37,no
Lindell,640,Germany,Female,43,9,94752.49,1,yes,no,184006.36,yes
Sorenson,624,Spain,Female,34,6,0,1,yes,no,582.59,yes
Arcuri,577,Spain,Male,28,7,0,1,yes,no,143274.41,no
Banks,704,France,Male,31,5,132084.66,3,yes,yes,54474.48,yes
Parry,523,France,Male,45,5,0,2,yes,yes,121428.2,no
Cockett,793,France,Male,35,2,0,2,yes,yes,79704.12,no
Galkina,564,France,Female,53,2,45472.28,1,yes,yes,41055.71,yes
Su,711,France,Male,33,1,0,1,no,no,41590.4,no
Marino,791,Germany,Female,33,10,130229.71,2,no,no,54019.93,yes
Spears,629,Germany,Female,38,9,123948.85,1,yes,no,76053.07,no
Cunningham,729,Germany,Male,39,6,127415.85,1,yes,yes,184977.2,yes
Taylor,651,Germany,Male,35,8,110067.71,1,yes,no,127678.95,yes
Chiazagomekpere,695,Spain,Male,39,4,65521.2,1,yes,yes,1243.97,no
Hardacre,847,Spain,Male,31,5,0,2,yes,yes,76326.67,no
Maslow,704,France,Male,47,5,0,2,yes,yes,145338.61,no
Scott,613,Germany,Male,33,3,155736.42,2,yes,yes,57751.21,no
Wakelin,692,Spain,Female,29,4,0,2,no,no,138880.24,no
Esposito,720,France,Female,34,3,118307.57,2,yes,yes,136120.29,no
Shah,577,France,Male,41,6,0,1,yes,yes,167621.18,no
Chukwufumnanya,710,Germany,Female,24,7,103099.17,2,yes,no,173276.62,no
Fleming,716,France,Female,38,1,0,2,yes,yes,99661.46,no
Lori,410,France,Male,33,6,125789.69,1,no,no,66333.56,yes
Kennedy,584,Germany,Female,36,4,109646.83,1,yes,yes,70240.79,no
Walters,792,France,Male,30,1,127187.86,1,yes,yes,113553.42,no
Han,605,France,Female,36,6,0,1,no,yes,690.84,no
Lawrence,486,Spain,Male,24,1,0,1,yes,no,98802.76,no
Cooke,615,France,Male,41,4,130385.82,1,no,yes,130661.95,no
Wan,676,France,Male,23,1,107787.47,1,no,yes,116378.82,no
Lo Duca,571,France,Male,34,1,99325.04,2,no,yes,186052.15,no
Yermakova,850,France,Female,37,9,0,1,no,no,100101.06,no
Combs,717,France,Male,48,7,123764.95,1,yes,yes,169952.82,no
Chien,642,Germany,Female,39,8,128264.03,1,yes,no,61792.76,yes
Meng,780,Spain,Male,47,7,86006.21,1,yes,yes,37973.13,no
Calabresi,492,Germany,Female,38,8,57068.43,2,yes,no,188974.81,no
Stevenson,760,Germany,Male,29,5,103607.24,2,no,yes,86334.64,no
Davidson,500,Spain,Male,40,1,99004.24,1,yes,yes,152845.99,no
Ch'in,654,Spain,Female,36,2,0,2,yes,yes,146652.11,no
Rose,606,Spain,Female,25,3,147386.72,3,yes,no,45482.04,yes
Ch'ien,367,Spain,Male,42,6,93608.28,1,yes,no,168816.73,yes
Artyomova,799,Spain,Male,38,2,0,2,yes,yes,59297.34,no
Mayrhofer,434,Germany,Male,71,9,119496.87,1,yes,no,125848.88,no
Yefremov,719,Spain,Female,32,7,0,1,no,no,76264.27,no
Kosovich,641,France,Female,37,2,0,2,yes,no,3939.87,no
Lu,461,Spain,Female,25,6,0,2,yes,yes,15306.29,no
Taplin,790,Germany,Female,25,5,152885.77,1,yes,no,58214.79,no
Ebelechukwu,588,France,Male,31,4,99607.37,2,no,yes,35877.03,no
Fleming,621,France,Male,27,4,137003.68,1,yes,no,21254.06,no
Yefimov,768,Germany,Male,48,3,122831.58,1,yes,yes,24533.89,yes
Andreyeva,681,Spain,Male,38,2,99811.44,2,yes,no,23531.5,no
Pickering,606,Spain,Male,37,8,154712.58,2,yes,no,89099.18,no
Allan,542,Spain,Male,37,8,0,1,yes,yes,807.06,no
Wang,713,Germany,Female,24,7,147687.24,1,yes,yes,121592.5,no
Reynolds,597,Spain,Female,33,2,0,2,yes,yes,4700.66,no
Hales,635,France,Male,27,3,127009.83,1,yes,no,161909.95,no
Y?an,599,Germany,Male,61,1,124737.96,1,no,yes,90389.61,yes
Rowley,496,Spain,Female,44,0,179356.28,2,yes,no,2919.21,yes
Chia,759,Spain,Male,31,8,0,2,yes,yes,99086.74,no
Moore,757,Germany,Male,31,1,127320.36,3,yes,no,163170.32,no
Copeland,564,Spain,Male,31,0,125175.58,1,yes,yes,72757.33,no
Rishel,561,France,Female,22,6,186788.96,2,yes,no,73286.8,no
Wan,702,France,Male,40,3,148556.74,1,no,yes,146056.29,no
Eluemuno,678,Germany,Female,40,8,128644.46,1,no,no,167673.37,no
Hsia,707,France,Female,46,7,127476.73,2,yes,yes,146011.55,no
Kelly,610,France,Female,27,9,159561.93,1,no,yes,103381.47,no
Muir,744,France,Male,42,1,112419.92,1,yes,yes,83022.92,no
McIntyre,598,France,Male,28,8,129991.76,2,no,yes,46041.08,no
Donaldson,562,Spain,Male,36,5,0,1,no,yes,182843.24,no
Wright,621,Spain,Female,59,2,0,2,yes,yes,171364.18,no
Uvarova,659,France,Female,50,3,0,1,yes,no,183399.12,yes
Doherty,722,Germany,Female,40,6,89175.06,2,no,yes,152883.95,no
Allen,606,France,Female,39,3,0,2,yes,no,50560.45,yes
Ma,603,Spain,Female,39,5,162390.52,2,yes,no,54702.66,no
Tucker,506,Germany,Female,59,3,190353.08,1,yes,no,78365.75,no
Ch'eng,715,France,Male,21,8,0,2,yes,no,68666.63,no
Hs?,690,France,Male,47,2,0,2,yes,no,151375.73,no
H?,644,France,Female,40,10,139180.97,1,yes,yes,19959.67,no
Chimaijem,589,France,Male,36,8,114435.47,1,yes,no,26955.72,no
Esomchi,592,France,Female,66,5,149950.19,1,yes,yes,76267.59,no
Lorenzo,632,France,Male,42,4,126115.6,1,yes,no,100998.5,no
Pirogov,577,Germany,Female,59,7,111396.97,1,no,yes,191070.01,no
Larkin,588,France,Male,30,3,115007.08,1,no,no,176858.5,no
Eddy,617,France,Male,54,6,102141.9,1,yes,yes,45325.26,no
Sells,668,Spain,Female,36,3,133686.52,1,yes,no,190958.48,yes
Crawford,810,France,Male,32,9,120879.73,2,no,yes,78896.59,no
Bezrukov,767,Spain,Male,47,5,0,1,yes,no,121964.46,yes
Mancini,718,Spain,Female,49,10,82321.88,1,no,yes,11144.4,no
Iadanza,589,Spain,Female,27,4,0,2,yes,no,144181.48,no
Wilkinson,778,Spain,Male,33,5,116474.28,2,yes,yes,32757.55,no
P'eng,724,France,Female,34,3,132352.69,1,yes,no,80320.3,no
St Clair,477,Germany,Female,39,4,182491.57,1,yes,no,185830.72,no
Preston,580,France,Male,34,6,0,2,yes,yes,160095.31,no
Findlay,566,Spain,Male,63,2,120787.18,2,yes,yes,52198.84,no
Nixon,711,France,Female,29,3,130181.47,2,yes,no,31811.44,no
Gorshkov,706,Germany,Male,32,5,88348.43,2,yes,yes,104181.78,no
Chukwubuikem,703,Spain,Male,31,6,0,2,yes,yes,67667.19,no
