Surname,Estimated Salary,Is Active Member,Credit Score,Geography,Gender,Age,Balance,Tenure,Number Of Products,Has Cr Card,Exited
Hopman,123318.37,yes,844,France,Female,28,0,4,2,no,no
McKay,65481.86,yes,586,Germany,Female,47,157099.47,5,2,yes,no
Chineze,59195.05,yes,701,Spain,Male,26,83600.24,5,1,no,no
Shih,90106.94,no,829,Germany,Male,36,81795.74,4,2,yes,no
Hughes,13549.34,yes,749,Spain,Male,38,129378.32,9,1,yes,no
Chukwuhaenye,42442.21,yes,619,Spain,Female,56,0,7,2,yes,no
Wall,68297.61,no,699,France,Male,22,99339,9,1,yes,yes
Howell,80134.65,no,749,Spain,Male,36,0,7,2,no,no
Lo,96051.1,yes,600,Germany,Female,29,74430.1,6,2,yes,no
Lazarev,80682.35,yes,760,Spain,Male,38,91241.85,3,1,no,no
Lowe,111149.98,yes,528,Germany,Male,32,99092.45,2,1,no,no
Folliero,182612.38,no,630,France,Female,26,0,5,2,yes,no
Han,109201.43,no,683,Germany,Female,39,100062.16,2,2,yes,no
Pai,93901.61,yes,669,Spain,Male,29,0,9,1,yes,no
Johnston,98302.57,no,612,Spain,Female,52,144772.69,5,1,no,yes
Macknight,84972.9,no,719,Spain,Male,44,0,4,1,no,yes
Lo,108747.12,yes,702,France,Male,26,71281.29,2,1,yes,yes
Glossop,21862.19,yes,755,France,Male,29,117035.89,9,1,yes,no
Bishop,121551.93,no,514,France,Male,26,0,1,2,no,no
Obialo,140460.01,yes,548,Germany,Female,36,108913.84,2,2,yes,no
Trevisani,193502.93,yes,612,France,Female,38,110615.47,7,1,yes,no
Parkes,32174.03,yes,628,Germany,Male,33,152143.89,8,1,yes,no
Seleznyov,5811.9,yes,479,France,Male,47,121797.09,6,1,no,yes
Forbes,37439.9,yes,512,Germany,Male,41,122403.24,7,1,no,yes
Douglas,142763.51,yes,638,France,Female,43,145860.98,3,1,yes,yes
Nwankwo,45038.74,no,834,Spain,Male,40,0,7,2,no,no
Myers,172097.4,no,781,France,Male,29,0,9,2,no,no
Rogova,180344.69,yes,707,Germany,Female,48,105086.74,7,1,yes,yes
Hsing,37392.56,yes,670,France,Male,22,114991.45,2,1,yes,no
Giordano,36864.05,yes,663,Spain,Female,33,96769.04,8,1,yes,no
Okwukwe,132418.59,no,624,France,Female,23,0,5,2,no,no
Chiazagomekpere,143913.33,yes,619,Germany,Male,23,132725.1,5,1,yes,no
Evseyev,172240.27,yes,792,France,Female,70,0,3,2,yes,no
Parry-Okeden,86619.77,no,683,France,Female,26,0,7,2,yes,no
Reid,69039.43,yes,765,Spain,Female,33,84557.82,5,1,yes,no
Ferri,132468.76,yes,508,France,Male,49,93817.41,1,2,yes,yes
Neumayer,57164.19,yes,667,Germany,Female,44,140406.68,5,2,no,no
Murray,34397.08,yes,575,Spain,Female,22,105229.34,8,1,yes,no
Parkes,142009.46,no,567,France,Female,41,137891.35,9,1,yes,yes
Yip,80618.47,yes,502,France,Female,35,0,6,2,yes,no
Chidubem,85286.3,no,715,France,Male,37,165252.52,9,1,yes,no
Lu,40889.14,no,541,France,Male,32,0,8,2,no,no
Vorobyova,107236.87,yes,850,France,Female,71,0,4,2,yes,no
Napolitani,146663.43,yes,650,Germany,Female,28,122034.4,5,3,no,yes
Chigbogu,120819.58,yes,817,France,Male,59,118962.58,1,1,yes,no
Akabueze,114539.67,no,526,Spain,Male,49,0,2,1,yes,yes
Istomin,154000.99,yes,850,France,Female,34,71379.53,4,2,yes,no
Ndubueze,137980.58,no,598,France,Female,40,171178.25,2,1,yes,yes
Toscani,83343.73,no,613,France,Male,36,131307.11,9,1,no,no
Ross,82195.15,yes,709,Spain,Male,62,0,3,2,yes,no
Fernando,149550.95,no,678,Spain,Female,27,87099.85,5,2,yes,no
McClaran,197688.5,yes,720,France,Male,71,183135.39,5,2,yes,no
Yermakova,72929.96,yes,662,France,Male,26,0,0,2,no,no
Wan,27731.05,yes,662,France,Male,31,0,3,2,no,no
Tuan,103931.49,yes,721,Spain,Female,33,72535.45,4,1,yes,no
Townsley,147635.33,no,633,Germany,Male,58,128137.42,2,2,yes,yes
Yashina,61961.57,no,701,France,Male,51,0,9,2,no,no
Henderson,125435.47,yes,556,Germany,Male,42,115915.53,0,2,no,yes
Wright,57942.88,no,632,France,Male,50,0,2,2,no,no
Lung,153419.62,yes,456,France,Male,29,107000.49,5,1,yes,no
Maclean,19687.99,no,433,Spain,Male,34,152806.74,9,1,yes,no
Abdullah,39473.63,no,802,France,Female,60,92887.06,3,1,yes,yes
Yao,144723.38,yes,670,France,Male,25,0,7,2,yes,no
Cheatham,194895.57,yes,738,Germany,Female,40,114940.67,6,2,yes,yes
Nixon,176780.39,yes,522,France,Female,41,0,7,2,no,no
Wang,153786.46,no,746,France,Male,48,165282.42,5,1,yes,yes
Romani,79479.74,yes,494,France,Male,28,114731.76,9,2,no,no
Lock,92320.37,no,753,Germany,Female,46,113909.69,9,3,yes,yes
Millar,193201.86,no,671,Germany,Male,36,116695.27,2,1,no,no
K'ung,126353.13,no,696,France,Male,42,0,4,1,no,yes
Onyekachi,135008.92,yes,577,Spain,Male,43,0,3,2,yes,no
Somayina,17135.6,yes,587,France,Male,36,0,1,2,no,no
Dennis,60651.77,no,712,Germany,Male,37,93978.96,7,2,yes,no
Ogochukwu,23291.83,no,660,France,Male,37,97324.91,2,1,yes,no
Macleod,64443.75,no,678,Spain,Male,29,0,6,2,yes,no
Page,287.99,yes,530,France,Male,37,0,8,2,yes,no
Agafonova,72169.95,no,624,France,Male,42,145155.37,3,1,yes,yes
Caraway,39608.58,no,592,France,Male,28,137222.77,5,1,no,no
Stevenson,175458.21,yes,767,France,Male,48,0,9,2,no,no
Duncan,89524.83,yes,653,Germany,Female,38,114268.22,5,2,yes,no
Wang,13221.25,yes,678,Spain,Male,27,0,2,2,yes,no
Jenkins,166468.21,no,550,France,Female,40,150490.32,8,1,no,yes
Edwards,27149.27,no,643,Germany,Male,28,160858.13,9,2,yes,no
Kelly,59601.15,yes,612,Spain,Male,39,170288.38,5,1,yes,no
Boyle,22026.18,yes,674,Germany,Female,27,111568.01,4,1,no,no
Padovano,167313.07,yes,724,Germany,Female,35,171982.95,0,2,no,no
Li Fonti,12833.96,no,500,France,Female,34,0,4,2,yes,no
Robinson,197582.79,yes,688,France,Male,20,137624.4,8,2,yes,no
Geach,4033.39,no,599,France,Male,50,121159.65,3,1,no,yes
Payne,125877.22,yes,631,France,Male,29,0,7,2,no,no
Chinonyelum,176913.42,yes,634,Spain,Male,52,0,1,2,yes,no
Watkins,105476.65,no,545,France,Male,37,91184.01,3,1,yes,no
Watson,175310.38,yes,711,France,Female,34,0,6,2,yes,no
Mancini,38170.04,yes,712,France,Female,29,140170.61,8,1,yes,no
Chibueze,105887.04,yes,627,France,Male,27,62092.9,1,1,yes,no
Hunter,95625.03,yes,694,Spain,Male,39,0,3,1,yes,no
Buchi,9541.15,no,534,Spain,Male,35,0,4,2,no,no
Charteris,148516.79,no,603,France,Male,45,0,9,1,no,no
Aksenov,113907.8,no,808,France,Female,33,103516.87,2,1,yes,no
Lu,98621.04,no,585,France,Female,35,0,2,2,yes,yes
K?,37479.97,yes,706,France,Male,34,0,8,2,yes,no
Descoteaux,5104.08,yes,597,Spain,Male,43,85162.26,2,1,no,yes
Crump,165000.68,no,731,Spain,Female,33,137388.01,5,2,yes,no
Diggs,76197.05,yes,620,Germany,Female,25,137712.01,1,1,yes,no
Hudson,157360.9,yes,647,Spain,Male,47,105603.21,5,2,yes,no
Wyatt,44384.57,yes,680,Germany,Male,30,108300.27,4,2,no,yes
Kodilinyechukwu,72993.65,yes,689,France,Female,46,52016.08,7,2,yes,no
Vorobyova,124571.09,no,513,Germany,Male,34,60515.13,7,1,no,no
Piccio,43640.16,no,553,Germany,Male,35,158584.28,2,2,yes,no
Hsing,31121.42,no,689,Germany,Male,47,118812.5,2,2,no,no
Lucas,22372.78,no,517,Spain,Male,46,0,4,1,yes,no
T'ang,170338.35,yes,731,France,Male,37,0,8,2,yes,no
North,158845.49,no,687,Germany,Female,47,91219.29,1,1,no,yes
Thompson,67926.18,no,507,Spain,Male,32,0,7,2,yes,no
Simpson,194783.12,yes,468,France,Female,22,76318.64,1,1,yes,no
Chandler,198826.03,yes,603,France,Female,24,0,3,1,yes,yes
Uspensky,168683.57,yes,522,Germany,Male,25,111432.13,1,1,yes,no
Ferguson,6936.27,no,629,Spain,Male,41,150148.51,10,1,no,no
Kerr,179230.23,yes,729,France,Female,32,38550.06,7,1,no,no
Furneaux,103421.91,no,574,France,Female,39,119013.86,5,1,yes,no
Black,130504.49,yes,627,Germany,Male,28,71097.23,5,1,yes,no
Chizoba,16149.13,yes,788,Spain,Male,36,109632.85,10,1,yes,no
Peng,118862.08,no,697,France,Male,63,148368.02,7,1,no,yes
Leach,143397.14,no,578,France,Male,45,148600.91,1,1,yes,yes
Chiazagomekpele,137959,no,519,France,Male,48,71083.98,10,1,yes,no
Nickson,93702.96,no,632,France,Female,40,139625.34,9,1,yes,yes
Lin,172939.3,no,679,France,Female,39,0,4,1,no,yes
Alexeieva,108162.13,yes,699,France,Male,30,0,9,1,yes,no
Sykes,35896.09,yes,615,France,Male,64,81564.1,0,2,no,no
Martin,104852.6,yes,622,Spain,Male,36,0,9,2,yes,no
Herz,188850.89,yes,755,France,Female,28,124540.28,7,1,no,no
Nikitina,28615.8,no,767,France,Female,42,133616.39,2,1,yes,no
Highett,60116.57,yes,633,France,Female,26,124281.84,8,1,yes,no
Jackson,170528.63,yes,717,France,Female,59,0,4,2,yes,no
Ball,189683.7,no,585,Spain,Male,45,0,0,2,no,no
Nelson,49734.94,no,751,France,Female,37,183613.66,9,2,no,no
Smith,142995.32,yes,650,France,Male,34,106005.54,4,1,no,no
Rendall,13054.25,no,529,France,Female,31,152310.55,6,1,yes,no
McIntyre,89402.54,no,585,France,Female,43,0,2,2,yes,no
Allardyce,119638.85,yes,591,France,Female,38,142289.28,2,1,no,no
Cremonesi,151581.79,yes,731,France,Male,19,0,6,2,yes,no
Weatherford,73881.68,no,754,France,Female,45,0,6,1,yes,yes
Macleod,7034.94,yes,588,Germany,Male,41,131341.46,2,2,no,no
Sharpe,161559.12,yes,691,France,Female,34,0,7,2,no,no
Osborne,137510.41,yes,771,France,Female,41,108309,10,4,yes,yes
Chu,185366.56,yes,678,Spain,Female,39,0,6,1,no,no
Chong,182224.14,no,719,Spain,Female,40,0,9,2,yes,no
Palerma,31921.95,no,722,Spain,Male,37,0,9,2,yes,no
Chiemenam,102460.84,no,758,Germany,Female,23,122739.1,5,1,yes,yes
Pritchard,109681.29,no,709,France,Female,32,0,2,2,no,no
Wallis,106345.05,yes,634,Germany,Female,53,113781.5,3,2,yes,yes
Palerma,102472.9,yes,678,Spain,Female,49,0,1,2,yes,no
Hudson,32996.89,no,710,France,Male,43,128284.45,9,1,yes,yes
Chung,195123.94,no,640,Germany,Male,45,120591.19,8,1,no,no
Zhdanova,57014.43,yes,656,France,Male,63,0,8,2,no,no
Fraser,159483.76,no,551,France,Female,59,166968.28,2,1,yes,yes
Meng,100929.59,no,786,Spain,Female,39,0,7,2,no,no
Cherkasova,12513.07,yes,561,France,Female,49,0,8,2,yes,no
Rawlings,74900.9,yes,807,Spain,Male,42,0,5,2,yes,no
Jen,137111.89,no,602,Germany,Male,38,71667.97,2,2,no,no
Chien,60212.51,no,727,Germany,Female,31,82729.47,3,2,yes,no
Lucas,183284.53,no,730,France,Male,23,0,8,2,yes,no
Young,8125.39,no,596,Spain,Female,30,0,1,2,yes,no
Colombo,103220.56,yes,686,Germany,Male,39,129626.19,3,2,yes,no
Lewis,8877.06,no,797,Germany,Male,32,151922.94,1,1,yes,no
Hussain,147530.06,yes,658,France,Female,39,0,4,1,yes,no
Anderson,33389.42,yes,653,Spain,Female,27,107751.68,6,2,yes,no
Ulyanov,45309.24,no,641,France,Male,37,0,6,2,yes,no
Shaw,35230.61,yes,656,Spain,Female,41,101179.23,6,2,yes,no
Lucciano,59816.41,yes,750,Spain,Female,36,0,6,2,yes,no
Gordon,69080.46,yes,768,France,Female,40,0,8,2,no,no
Woodward,143450.61,no,568,France,Male,33,0,7,2,yes,no
Cunningham,40774.01,no,706,Germany,Male,36,58571.18,9,2,yes,no
Boni,99377.27,no,430,Germany,Female,38,153058.64,8,1,yes,no
Truscott,133617.43,no,745,Germany,Male,35,98270.34,4,1,yes,no
Ginikanwa,101495,yes,747,France,Male,43,130788.71,1,1,no,yes
Bailey,119333.95,yes,657,Germany,Male,40,99165.84,7,1,no,yes
Hutchinson,167682.37,no,639,France,Female,42,0,4,2,no,no
Maclean,152884.85,yes,704,France,Male,44,0,3,2,no,no
Chiang,70400.86,no,651,Spain,Male,23,115636.05,4,2,yes,no
Willmore,65413.41,no,706,Germany,Female,44,185932.18,2,2,yes,no
Godson,182728.8,yes,632,Germany,Male,30,72549,2,2,no,no
Smith,81442.6,yes,751,France,Male,42,0,4,2,yes,no
Bitter,144251.38,no,767,France,Female,35,0,2,2,no,no
Ts'ao,40207.06,yes,741,France,Male,39,0,5,1,no,no
Chialuka,54530.51,no,651,Germany,Male,29,121890.06,3,1,yes,yes
Scott,32683.88,yes,601,France,Male,46,99786.07,2,1,yes,yes
Feng,104703.96,yes,520,France,Male,34,0,3,2,yes,no
Castiglione,26907.43,yes,626,Germany,Male,27,115084.53,4,2,no,no
He,180591.32,yes,811,France,Male,30,0,6,2,yes,no
Fanucci,60905.51,no,730,France,Female,32,127661.69,9,1,no,no
Ginikanwa,47777.15,yes,604,Germany,Female,47,118907.6,4,1,no,yes
Manning,108222.68,no,499,Germany,Female,44,77627.33,6,2,yes,no
Forlonge,3554.63,yes,754,Spain,Male,40,160625.17,2,1,no,no
Liang,78616.92,no,716,Spain,Female,29,0,8,2,no,no
Uchechukwu,100566.81,no,636,France,Female,20,124266.86,10,1,no,no
Sung,183259.35,yes,470,France,Female,25,127974.06,8,2,yes,no
Reyna,160976.85,no,809,Spain,Female,48,0,2,1,yes,yes
Liang,42933.26,yes,850,Germany,Female,30,104911.35,3,2,yes,no
Rutherford,52471.36,yes,512,France,Male,43,0,1,2,yes,no
Howe,108804.28,no,774,Spain,Female,43,110646.54,1,1,no,no
Tran,122449.18,yes,641,France,Male,57,0,5,2,yes,no
Linger,148887.69,yes,611,France,Male,30,0,9,2,yes,no
Udokamma,190573.91,no,532,France,Male,43,0,9,2,no,yes
Barrera,102076.03,no,557,Germany,Female,38,129893.56,2,1,no,no
Sutherland,56307.51,yes,730,Spain,Male,25,167385.81,5,1,yes,no
Bednall,49775.58,yes,535,France,Female,27,0,6,2,no,no
Otoole,4395.45,yes,773,Germany,Female,36,105858.71,4,1,no,no
Cremonesi,28461.29,no,510,Germany,Female,44,123070.89,4,1,yes,yes
Hamilton,28184.7,yes,539,France,Male,39,0,1,1,yes,no
Donaldson,3149.1,yes,690,Spain,Female,48,0,2,2,yes,no
McKay,194273.12,no,821,France,Female,40,0,1,2,yes,no
Black,148537.07,yes,687,Germany,Male,35,125141.24,1,2,yes,no
Kane,116378.31,yes,557,France,Female,46,96173.17,4,2,yes,no
Bruno,81995.92,no,540,Spain,Male,39,0,2,2,yes,no
Watson,14392.68,yes,705,France,Female,55,0,8,2,yes,no
Shih,468.94,no,542,Germany,Female,35,127543.11,9,2,yes,yes
Rose,122379.54,no,706,France,Male,38,0,1,2,yes,no
Zikoranachukwudimma,13228.93,no,765,France,Female,56,0,1,1,yes,yes
Cole,154002.02,yes,529,France,Male,67,103101.56,8,2,yes,yes
Isaacs,112777.38,no,714,France,Male,54,126113.28,7,1,yes,no
Muravyova,128528.83,no,582,France,Male,41,40488.76,1,1,yes,no
Kenechukwu,2803.89,no,518,France,Female,28,85146.36,9,1,no,no
Storey,115241.96,no,747,France,Male,42,80214.36,4,1,yes,yes
Christopher,131083.56,yes,697,France,Female,49,195238.29,7,4,no,yes
Lombardo,46422.46,no,813,Germany,Male,27,111348.15,6,1,yes,no
Duncan,169741.96,yes,606,France,Female,71,0,8,2,yes,no
Lawley,26022.37,no,667,Germany,Female,42,64404.26,10,2,no,no
Burns,125334.16,yes,637,Germany,Male,40,154309.67,9,1,yes,yes
Whitson,21343.74,yes,542,France,Male,67,129431.36,10,1,no,no
Doyne,139971.01,yes,762,Spain,Female,43,134204.67,5,1,yes,no
Torres,76373.38,no,671,Germany,Female,48,116711.06,9,2,no,no
Wimble,54865.92,no,751,Spain,Female,37,99773.85,3,2,yes,no
Pirozzi,156529.44,no,691,Germany,Male,30,101231.77,7,2,no,no
Hsiung,113482.2,no,841,Germany,Male,32,117070.21,2,1,yes,no
Obioma,63446.47,no,709,Germany,Male,23,73314.04,8,2,yes,no
Onio,13624.02,yes,673,France,Male,37,0,2,1,yes,no
Udinesi,148814.54,yes,541,France,Male,37,212314.03,9,1,no,no
Fermin,65567.91,no,661,France,Female,31,136067.82,3,2,yes,no
Docherty,126997.53,yes,742,France,Female,35,79126.17,2,1,yes,no
Fadden,129031.19,no,443,France,Female,35,108308,9,1,yes,yes
Zox,182691.31,no,778,Germany,Female,48,102290.56,3,2,yes,no
Otitodilinna,12351.01,no,529,France,Male,39,102025.08,6,2,yes,no
Kennedy,135123.96,yes,678,Germany,Female,37,113383.07,2,1,yes,no
Tu,181490.42,no,516,Spain,Female,65,102541.1,9,1,yes,no
L?,116267.28,no,703,France,Female,41,109941.51,6,1,yes,no
Ch'iu,159165.7,no,443,France,Male,44,0,2,1,yes,no
Vinogradova,86490.09,no,589,France,Male,37,85146.48,7,2,yes,yes
Jenks,197572.41,yes,691,France,Female,44,134066.1,6,2,yes,no
Crace,105159.89,no,711,France,Female,28,0,8,2,no,no
Packham,40807.26,yes,775,Spain,Male,27,0,4,1,yes,no
T'ien,143.34,no,621,France,Male,35,87619.29,7,1,yes,no
Onyekachi,125823.79,yes,350,France,Male,51,0,10,1,yes,yes
Solomina,138465.7,no,668,Spain,Female,30,0,8,2,yes,no
Hawes,44008.91,no,633,Spain,Male,27,0,3,2,yes,no
Benson,66893.28,no,697,Germany,Male,43,103409.16,8,1,yes,yes
Emenike,76503.06,yes,734,Germany,Female,30,123040.38,7,1,yes,no
Nero,56784.11,yes,434,France,Male,41,108128.52,4,1,no,no
Toscano,175657.55,yes,646,Germany,Male,48,169023.33,8,2,yes,no
Yang,105155.66,yes,764,France,Male,30,0,5,2,no,no
Palerma,47468.56,yes,727,Spain,Female,41,0,10,2,no,no
Trentini,64729.51,yes,724,France,Female,29,0,6,2,no,no
Haddon,101108.85,no,749,Spain,Male,42,222267.63,9,1,no,yes
Castiglione,37662.49,yes,728,France,Male,30,114835.43,10,1,no,no
Stone,86414.41,no,636,France,Male,44,0,2,2,no,no
Maynard,41820.65,yes,634,France,Male,34,145030.92,3,1,yes,no
Moore,127734.16,yes,627,France,Male,43,71240.3,8,1,no,no
Obielumani,123872,yes,518,France,Male,59,138772.15,5,1,no,no
Hill,131389.39,yes,622,Spain,Female,23,0,8,2,yes,no
Brown,26589.56,yes,693,Spain,Female,45,0,4,2,yes,no
Pagnotto,195463.35,yes,450,Spain,Male,25,74237.2,9,2,no,no
Esposito,108876.75,no,664,Germany,Female,49,127421.78,5,2,yes,yes
Tan,136054.45,no,663,Spain,Female,28,61274.7,8,2,yes,no
Hammond,182262.66,yes,660,France,Male,34,106486.66,8,2,no,no
Chung,129209.09,yes,579,France,Female,29,73194.52,10,2,yes,no
Houghton,64853.51,no,655,Germany,Female,44,146498.76,6,1,yes,yes
Chia,148989.15,no,683,France,Male,47,0,1,2,yes,no
Zikoranachidimma,71047.51,yes,655,France,Female,32,0,2,1,yes,no
Boag,185341.63,no,575,Spain,Female,30,0,8,2,yes,no
Oluchukwu,198317.23,yes,795,France,Male,32,117265.21,2,1,yes,no
Baxter,162137.5,yes,776,France,Female,43,0,4,2,no,no
Tien,109688.82,no,707,Spain,Female,52,0,7,1,yes,yes
Chimezie,36320.87,yes,705,Germany,Female,37,109974.22,3,1,yes,yes
Slone,31384.86,yes,678,Germany,Female,44,98009.13,2,2,no,no
Martin,114083.73,yes,663,France,Male,34,0,10,1,yes,no
Loggia,163331.65,yes,748,France,Male,66,0,8,1,yes,no
Lin,113796.15,no,350,France,Female,60,0,3,1,no,yes
Brooks,188729.08,yes,727,France,Male,61,128213.96,0,2,yes,yes
Tien,86701.4,yes,773,Germany,Male,51,116197.65,8,2,yes,no
Dann,153129.22,no,675,France,Male,39,0,1,2,yes,no
Trentino,19825.09,no,649,Spain,Female,36,86607.39,6,1,no,no
Russo,12186.83,no,552,France,Male,29,0,10,2,yes,no
Christie,86920.97,no,761,Germany,Male,62,98854.34,5,1,no,yes
Nnonso,165576.55,yes,615,France,Male,59,0,8,2,yes,no
Teng,48226.76,no,681,Germany,Male,31,97338.19,4,2,no,no
Buccho,199454.37,yes,768,France,Male,30,0,6,2,yes,no
Madukaife,118749.58,no,617,Spain,Male,34,0,9,2,yes,no
Dunn,151623.91,no,452,France,Female,33,131698.57,6,2,yes,no
Hooker,172097.95,yes,807,Germany,Male,37,130110.45,10,2,no,no
Griffin,87677.15,no,567,Spain,Male,44,0,9,2,yes,no
Kistler,21858.28,no,603,Spain,Male,24,165149.13,1,2,yes,no
Law,123866.28,no,617,Spain,Female,37,101707.8,9,1,yes,no
Grigoryeva,74694.41,yes,701,France,Female,34,105588.66,3,1,no,no
Chu,16770.31,no,820,Germany,Male,39,111336.89,9,1,yes,yes
Onyemachukwu,49424.6,yes,438,France,Male,60,78391.17,7,1,no,no
Lu,172031.22,yes,600,Spain,Female,27,0,6,2,yes,no
Watson,183021.06,no,782,France,Male,34,0,9,1,yes,yes
Fallaci,73979.85,no,638,Germany,Female,41,144326.09,9,1,yes,yes
Ni,26265.18,yes,850,Germany,Male,27,101278.25,1,2,yes,no
Leason,24857.25,no,741,Germany,Female,19,108711.57,8,2,yes,no
Tsai,167969.15,yes,689,Spain,Male,73,108555.07,1,1,no,no
Bruner,189307.7,no,743,Germany,Female,35,146781.24,1,1,yes,no
Wallace,99770.3,yes,493,France,Female,36,0,2,2,no,no
Young,119712.78,no,416,Spain,Male,35,0,8,1,no,no
Muir,83087.13,yes,497,France,Male,34,0,2,2,yes,no
Pugh,130664.79,yes,537,Germany,Male,66,103291.25,8,2,yes,no
Walker,67029.82,no,651,Spain,Male,38,0,2,3,yes,yes
Cox,141031.08,yes,720,France,Male,33,0,2,2,no,no
Maclean,125110.02,no,797,France,Male,45,0,8,1,no,no
Su,146411.6,yes,691,France,Male,37,149405.18,9,1,yes,no
P'eng,131312.56,yes,510,France,Female,52,191665.21,6,1,yes,yes
Hawkins,141652.2,no,792,Spain,Female,40,0,7,1,yes,no
Ndubuagha,64477.25,yes,721,France,Male,41,135071.12,6,1,yes,no
Hill,191215.61,yes,765,France,Male,41,0,2,2,no,no
Norton,37090.44,yes,850,Spain,Male,39,0,8,2,yes,no
Achebe,57517.71,yes,681,Germany,Male,38,181804.34,6,2,yes,no
Simpson,63241.21,yes,586,France,Female,60,47020.65,3,2,no,yes
Chiang,44567.83,yes,753,France,Female,36,128518.98,7,1,yes,yes
Dalrymple,135337.11,yes,593,Germany,Female,38,142658.04,5,2,no,no
Chukwuemeka,33964.03,yes,674,France,Female,21,120150.39,9,2,yes,no
Ojiofor,61623.19,yes,610,France,Female,35,81905.95,7,1,yes,no
Rubeo,168989.77,yes,652,France,Male,26,137998.2,3,2,no,no
Fanucci,74425.41,no,850,Germany,Female,26,123126.29,8,1,yes,no
Zubarev,178929.84,yes,740,France,Female,51,0,4,2,yes,no
T'ao,101382.86,yes,637,Germany,Male,43,135645.29,1,2,no,yes
Pai,180769.55,yes,685,Spain,Male,31,122449.31,7,2,yes,no
Udegbunam,92378.54,no,558,Spain,Male,40,161766.87,4,1,no,no
Claypool,38252.25,yes,677,France,Female,37,0,3,2,yes,no
Manfrin,146111.35,yes,592,Germany,Male,36,123187.51,10,1,no,no
Baker,72350.17,no,652,Germany,Male,36,150956.71,9,1,no,no
Efremov,48242.38,no,662,Spain,Female,42,105021.28,6,1,yes,no
Doyle,41549.64,yes,643,Spain,Female,35,0,6,2,yes,no
Ajuluchukwu,138656.81,yes,611,Germany,Female,49,115488.52,9,2,yes,yes
Ikemefuna,12510.53,no,412,France,Male,29,0,5,2,no,no
Fowler,43889.41,no,638,Spain,Male,41,0,7,2,yes,no
Onuora,75762,no,683,France,Female,40,0,1,2,no,no
Aksenov,9854.72,no,562,Germany,Female,39,130565.02,6,1,yes,yes
Trevisani,115724.78,no,599,France,Female,41,91328.71,2,1,yes,no
Wood,106303.4,yes,753,France,Male,35,0,4,2,yes,no
Lombardo,183868.01,yes,594,France,Male,50,81310.34,7,1,yes,no
Walpole,153895.46,no,657,France,Male,34,107136.6,3,1,yes,no
Chikwendu,66695.71,yes,716,Spain,Male,34,0,9,1,yes,no
Steigrad,177423.02,yes,664,France,Male,46,0,2,1,yes,yes
Isayeva,109096.71,yes,558,France,Male,33,108477.49,0,1,yes,yes
Boni,166656.18,yes,606,Germany,Male,40,144757.97,1,2,yes,no
Fallaci,98413.1,no,557,Spain,Male,36,113110.26,1,1,yes,no
Fenton,77500.81,no,614,France,Female,27,106414.57,9,2,no,no
Chao,119747.08,yes,620,Spain,Male,42,106920.91,4,1,no,no
Osinachi,160387.98,no,695,Spain,Male,35,0,7,2,yes,no
Chu,193715,yes,729,Germany,Female,39,131513.26,1,1,yes,no
Obiuto,28045.77,no,571,France,Female,53,0,2,2,yes,no
Hixson,154395.56,no,664,France,Female,38,74306.19,4,2,yes,no
Chidimma,39830.1,no,782,Germany,Male,42,126428.38,7,1,yes,no
Chiazagomekpere,12429.22,no,708,Spain,Male,38,99640.89,8,1,yes,no
Laura,18772.5,yes,681,France,Male,43,66338.68,3,1,yes,yes
McMillan,64716.08,yes,774,France,Female,26,0,5,2,yes,no
Birnie,60907.49,no,715,France,Female,32,0,10,2,yes,no
Kemp,174107.04,no,808,France,Male,24,122168.65,4,1,yes,no
Johnstone,110405.9,no,678,France,Female,43,178074.33,7,1,no,no
Lo Duca,187636.06,no,813,Germany,Male,59,135078.41,2,1,yes,yes
Montgomery,66580.13,yes,687,Spain,Male,38,69434.4,8,2,yes,yes
Miller,178779.52,no,832,France,Female,29,0,5,2,yes,no
Chiemezie,70783.61,yes,668,France,Male,72,0,2,2,yes,no
Wright,46772.36,yes,526,Germany,Male,34,122726.56,3,1,yes,no
Shaw,163327.27,yes,457,France,Female,38,164496.99,7,1,yes,no
Chapman,103760.53,no,649,Spain,Female,38,0,8,1,yes,no
Y?an,107839.03,no,669,France,Female,41,150219.41,0,2,no,no
Clark,32900.41,yes,668,France,Male,42,187534.79,8,1,yes,yes
Howells,193984.6,no,466,France,Female,30,0,3,1,yes,no
Rogers,125646.82,no,610,France,Male,34,103108.17,0,1,no,no
McMillan,20344.02,yes,582,Germany,Female,50,96486.57,6,2,yes,no
Brown,174268.87,no,702,Germany,Male,36,90560.48,9,2,yes,no
Robertson,108500.66,yes,556,Spain,Male,46,131764.96,3,1,yes,yes
Hsing,121840.2,no,645,Germany,Male,47,152076.93,9,1,yes,yes
Chiu,132908.07,yes,809,France,Male,43,0,2,2,yes,no
Chang,100075.1,yes,560,France,Male,49,0,4,1,yes,yes
